epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
27,2020-07-01,59,MA,Barra do Corda,2101608,city,1390,1575.74933,27,15,1,0.0108,88212,True,False
27,2020-07-01,76,MA,Barreirinhas,2101707,city,300,479.78506,17,17,0,0.0567,62528,True,False
27,2020-07-01,55,MA,Belágua,2101731,city,158,2115.41036,0,1,0,0.0063,7469,True,False
27,2020-07-01,63,MA,Bela Vista do Maranhão,2101772,city,101,901.06165,0,1,0,0.0099,11209,True,False
27,2020-07-01,41,MA,Benedito Leite,2101806,city,20,355.11364,0,0,0,0.0,5632,True,False
27,2020-07-01,63,MA,Bequimão,2101905,city,167,784.77444,0,9,0,0.0539,21280,True,False
27,2020-07-01,49,MA,Bernardo do Mearim,2101939,city,45,744.66325,0,2,0,0.0444,6043,True,False
27,2020-07-01,55,MA,Boa Vista do Gurupi,2101970,city,12,129.21288,0,2,0,0.1667,9287,True,False
27,2020-07-01,66,MA,Bom Jardim,2102002,city,483,1160.22099,29,6,2,0.0124,41630,True,False
27,2020-07-01,57,MA,Bom Jesus das Selvas,2102036,city,647,1901.37534,37,2,0,0.0031,34028,True,False
27,2020-07-01,62,MA,Bom Lugar,2102077,city,123,754.8791,1,0,0,0.0,16294,True,False
27,2020-07-01,67,MA,Brejo,2102101,city,300,824.24376,96,10,0,0.0333,36397,True,False
27,2020-07-01,45,MA,Brejo de Areia,2102150,city,82,892.46844,6,0,0,0.0,9188,True,False
27,2020-07-01,60,MA,Buriti,2102200,city,232,808.9825,0,0,0,0.0,28678,True,False
27,2020-07-01,54,MA,Buriti Bravo,2102309,city,25,104.67258,0,0,0,0.0,23884,True,False
27,2020-07-01,67,MA,Buriticupu,2102325,city,1095,1513.30883,6,4,0,0.0037,72358,True,False
27,2020-07-01,61,MA,Buritirana,2102358,city,208,1348.02333,1,5,1,0.024,15430,True,False
27,2020-07-01,83,MA,Cachoeira Grande,2102374,city,65,689.21641,3,3,0,0.0462,9431,True,False
27,2020-07-01,87,MA,Cajapió,2102408,city,5,44.73472,0,2,0,0.4,11177,True,False
27,2020-07-01,60,MA,Cajari,2102507,city,119,614.06677,0,1,0,0.0084,19379,True,False
27,2020-07-01,50,MA,Campestre do Maranhão,2102556,city,166,1154.86295,6,1,0,0.006,14374,True,False
27,2020-07-01,59,MA,Cândido Mendes,2102606,city,24,118.94142,0,4,0,0.1667,20178,True,False
27,2020-07-01,83,MA,Cantanhede,2102705,city,304,1382.1323,2,1,0,0.0033,21995,True,False
27,2020-07-01,55,MA,Capinzal do Norte,2102754,city,232,2121.82184,5,0,0,0.0,10934,True,False
27,2020-07-01,47,MA,Carolina,2102804,city,139,571.49905,2,0,0,0.0,24322,True,False
27,2020-07-01,59,MA,Carutapera,2102903,city,241,1012.3073,0,14,0,0.0581,23807,True,False
27,2020-07-01,81,MA,Caxias,2103000,city,1602,971.61572,677,22,0,0.0137,164880,True,False
27,2020-07-01,53,MA,Cedral,2103109,city,71,665.10539,0,0,0,0.0,10675,True,False
27,2020-07-01,50,MA,Central do Maranhão,2103125,city,16,184.48057,1,1,0,0.0625,8673,True,False
27,2020-07-01,55,MA,Centro do Guilherme,2103158,city,51,378.95675,0,1,0,0.0196,13458,True,False
27,2020-07-01,67,MA,Centro Novo do Maranhão,2103174,city,280,1294.97734,8,5,0,0.0179,21622,True,False
27,2020-07-01,83,MA,Chapadinha,2103208,city,1786,2241.60653,27,17,4,0.0095,79675,True,False
27,2020-07-01,53,MA,Cidelândia,2103257,city,205,1394.84248,1,0,0,0.0,14697,True,False
27,2020-07-01,70,MA,Codó,2103307,city,1773,1443.11772,0,13,0,0.0073,122859,True,False
27,2020-07-01,65,MA,Coelho Neto,2103406,city,984,1990.49257,0,21,0,0.0213,49435,True,False
27,2020-07-01,85,MA,Colinas,2103505,city,482,1170.52795,19,9,0,0.0187,41178,True,False
27,2020-07-01,66,MA,Conceição do Lago-Açu,2103554,city,133,819.11683,6,2,0,0.015,16237,True,False
27,2020-07-01,61,MA,Coroatá,2103604,city,466,713.67312,11,4,0,0.0086,65296,True,False
27,2020-07-01,75,MA,Cururupu,2103703,city,258,789.11148,0,5,0,0.0194,32695,True,False
27,2020-07-01,78,MA,Davinópolis,2103752,city,194,1502.94391,0,6,0,0.0309,12908,True,False
27,2020-07-01,69,MA,Dom Pedro,2103802,city,46,197.00214,0,1,0,0.0217,23350,True,False
27,2020-07-01,62,MA,Duque Bacelar,2103901,city,190,1674.15631,26,3,0,0.0158,11349,True,False
27,2020-07-01,63,MA,Esperantinópolis,2104008,city,529,3068.2675,0,7,0,0.0132,17241,True,False
27,2020-07-01,67,MA,Estreito,2104057,city,585,1394.65026,13,7,0,0.012,41946,True,False
27,2020-07-01,49,MA,Feira Nova do Maranhão,2104073,city,24,282.22013,0,1,0,0.0417,8504,True,False
27,2020-07-01,56,MA,Fernando Falcão,2104081,city,401,3870.65637,1,0,0,0.0,10360,True,False
27,2020-07-01,50,MA,Formosa da Serra Negra,2104099,city,71,371.94196,5,1,0,0.0141,19089,True,False
27,2020-07-01,59,MA,Fortaleza dos Nogueiras,2104107,city,41,324.59821,0,0,0,0.0,12631,True,False
27,2020-07-01,52,MA,Fortuna,2104206,city,133,855.19547,7,0,0,0.0,15552,True,False
27,2020-07-01,51,MA,Godofredo Viana,2104305,city,58,490.73526,6,2,0,0.0345,11819,True,False
27,2020-07-01,52,MA,Gonçalves Dias,2104404,city,73,407.04807,0,1,0,0.0137,17934,True,False
27,2020-07-01,52,MA,Governador Archer,2104503,city,178,1642.06642,1,0,0,0.0,10840,True,False
27,2020-07-01,68,MA,Governador Edison Lobão,2104552,city,173,945.56187,0,4,0,0.0231,18296,True,False
27,2020-07-01,50,MA,Governador Eugênio Barros,2104602,city,110,653.67245,0,0,0,0.0,16828,True,False
27,2020-07-01,40,MA,Governador Luiz Rocha,2104628,city,24,307.41642,2,0,0,0.0,7807,True,False
27,2020-07-01,64,MA,Governador Newton Bello,2104651,city,280,2750.49116,9,3,0,0.0107,10180,True,False
27,2020-07-01,79,MA,Governador Nunes Freire,2104677,city,580,2267.66235,0,1,0,0.0017,25577,True,False
27,2020-07-01,48,MA,Graça Aranha,2104701,city,87,1389.33248,0,1,0,0.0115,6262,True,False
27,2020-07-01,60,MA,Grajaú,2104800,city,977,1405.20949,30,14,0,0.0143,69527,True,False
27,2020-07-01,63,MA,Guimarães,2104909,city,119,989.19368,1,4,0,0.0336,12030,True,False
27,2020-07-01,64,MA,Humberto de Campos,2105005,city,180,626.80642,4,3,0,0.0167,28717,True,False
27,2020-07-01,85,MA,Icatu,2105104,city,149,549.55188,1,5,0,0.0336,27113,True,False
27,2020-07-01,61,MA,Igarapé do Meio,2105153,city,140,987.51499,0,4,0,0.0286,14177,True,False
27,2020-07-01,46,MA,Igarapé Grande,2105203,city,571,5044.16961,4,2,0,0.0035,11320,True,False
27,2020-07-01,92,MA,Imperatriz,2105302,city,4062,1570.26774,81,203,3,0.05,258682,True,False
27,2020-07-01,47,MA,Itaipava do Grajaú,2105351,city,86,535.59195,1,0,0,0.0,16057,True,False
27,2020-07-01,77,MA,Itapecuru Mirim,2105401,city,448,656.8626,9,3,0,0.0067,68203,True,False
27,2020-07-01,60,MA,Itinga do Maranhão,2105427,city,400,1538.46154,7,8,0,0.02,26000,True,False
27,2020-07-01,43,MA,Jatobá,2105450,city,29,285.62986,1,0,0,0.0,10153,True,False
27,2020-07-01,48,MA,Jenipapo dos Vieiras,2105476,city,135,817.43869,0,2,0,0.0148,16515,True,False
27,2020-07-01,59,MA,João Lisboa,2105500,city,197,833.61544,0,5,0,0.0254,23632,True,False
27,2020-07-01,58,MA,Joselândia,2105609,city,258,1595.74468,47,0,0,0.0,16168,True,False
27,2020-07-01,75,MA,Junco do Maranhão,2105658,city,95,2768.06527,0,0,0,0.0,3432,True,False
27,2020-07-01,39,MA,Lagoa do Mato,2105922,city,0,,0,0,0,0.0,11250,True,False
27,2020-07-01,47,MA,Lagoa Grande do Maranhão,2105963,city,88,772.33632,2,0,0,0.0,11394,True,False
27,2020-07-01,70,MA,Lago da Pedra,2105708,city,841,1673.09911,21,36,0,0.0428,50266,True,False
27,2020-07-01,46,MA,Lago do Junco,2105807,city,79,728.78229,0,1,0,0.0127,10840,True,False
27,2020-07-01,58,MA,Lago dos Rodrigues,2105948,city,160,1803.22326,5,2,0,0.0125,8873,True,False
27,2020-07-01,48,MA,Lago Verde,2105906,city,262,1611.61346,10,1,0,0.0038,16257,True,False
27,2020-07-01,54,MA,Lajeado Novo,2105989,city,33,437.08609,0,0,0,0.0,7550,True,False
27,2020-07-01,64,MA,Lima Campos,2106003,city,429,3607.16388,0,3,0,0.007,11893,True,False
27,2020-07-01,39,MA,Loreto,2106102,city,11,90.48285,1,0,0,0.0,12157,True,False
27,2020-07-01,58,MA,Luís Domingues,2106201,city,39,561.07035,3,1,0,0.0256,6951,True,False
27,2020-07-01,66,MA,Magalhães de Almeida,2106300,city,94,474.12489,1,4,2,0.0426,19826,True,False
27,2020-07-01,62,MA,Maracaçumé,2106326,city,370,1729.37602,9,1,0,0.0027,21395,True,False
27,2020-07-01,39,MA,Marajá do Sena,2106359,city,112,1437.37166,0,2,0,0.0179,7792,True,False
27,2020-07-01,55,MA,Maranhãozinho,2106375,city,269,1653.85798,2,3,0,0.0112,16265,True,False
27,2020-07-01,69,MA,Mata Roma,2106409,city,279,1657.85252,0,5,0,0.0179,16829,True,False
27,2020-07-01,75,MA,Matinha,2106508,city,203,868.635,0,1,0,0.0049,23370,True,False
27,2020-07-01,40,MA,Matões,2106607,city,92,272.33438,11,1,0,0.0109,33782,True,False
27,2020-07-01,46,MA,Matões do Norte,2106631,city,126,752.46342,0,0,0,0.0,16745,True,False
27,2020-07-01,73,MA,Milagres do Maranhão,2106672,city,105,1240.5482,14,0,0,0.0,8464,True,False
27,2020-07-01,53,MA,Mirador,2106706,city,111,528.19415,7,0,0,0.0,21015,True,False
27,2020-07-01,76,MA,Miranda do Norte,2106755,city,136,479.19383,0,5,0,0.0368,28381,True,False
27,2020-07-01,81,MA,Mirinzal,2106805,city,84,561.42227,0,6,0,0.0714,14962,True,False
27,2020-07-01,70,MA,Monção,2106904,city,228,681.94054,0,13,0,0.057,33434,True,False
27,2020-07-01,58,MA,Montes Altos,2107001,city,131,1430.131,0,1,0,0.0076,9160,True,False
27,2020-07-01,76,MA,Morros,2107100,city,116,596.92276,3,4,0,0.0345,19433,True,False
27,2020-07-01,48,MA,Nina Rodrigues,2107209,city,100,691.85001,0,1,0,0.01,14454,True,False
27,2020-07-01,46,MA,Nova Colinas,2107258,city,4,74.29421,0,0,0,0.0,5384,True,False
27,2020-07-01,39,MA,Nova Iorque,2107308,city,9,192.1845,0,0,0,0.0,4683,True,False
27,2020-07-01,62,MA,Nova Olinda do Maranhão,2107357,city,239,1142.0107,0,2,0,0.0084,20928,True,False
27,2020-07-01,67,MA,Olho d'Água das Cunhãs,2107407,city,365,1871.31505,1,3,0,0.0082,19505,True,False
27,2020-07-01,65,MA,Olinda Nova do Maranhão,2107456,city,148,1006.73424,0,4,0,0.027,14701,True,False
27,2020-07-01,90,MA,Paço do Lumiar,2107506,city,452,369.89451,1,64,1,0.1416,122197,True,False
27,2020-07-01,56,MA,Palmeirândia,2107605,city,29,147.04391,2,2,0,0.069,19722,True,False
27,2020-07-01,53,MA,Paraibano,2107704,city,114,533.05901,12,1,0,0.0088,21386,True,False
27,2020-07-01,44,MA,Parnarama,2107803,city,64,183.34431,4,1,0,0.0156,34907,True,False
27,2020-07-01,39,MA,Passagem Franca,2107902,city,72,378.5688,1,0,0,0.0,19019,True,False
27,2020-07-01,41,MA,Pastos Bons,2108009,city,37,190.01643,3,1,0,0.027,19472,True,False
27,2020-07-01,63,MA,Paulino Neves,2108058,city,102,636.10851,1,1,0,0.0098,16035,True,False
27,2020-07-01,54,MA,Paulo Ramos,2108108,city,386,1834.60076,0,4,0,0.0104,21040,True,False
27,2020-07-01,71,MA,Pedreiras,2108207,city,1092,2783.65495,34,21,0,0.0192,39229,True,False
27,2020-07-01,57,MA,Pedro do Rosário,2108256,city,80,318.16736,0,1,0,0.0125,25144,True,False
27,2020-07-01,61,MA,Penalva,2108306,city,184,478.29478,2,5,0,0.0272,38470,True,False
27,2020-07-01,58,MA,Peri Mirim,2108405,city,140,977.79019,1,1,0,0.0071,14318,True,False
27,2020-07-01,65,MA,Peritoró,2108454,city,316,1362.30385,9,2,0,0.0063,23196,True,False
27,2020-07-01,61,MA,Pindaré-Mirim,2108504,city,407,1235.54233,13,6,0,0.0147,32941,True,False
27,2020-07-01,65,MA,Pinheiro,2108603,city,990,1187.23542,291,25,0,0.0253,83387,True,False
27,2020-07-01,57,MA,Pio XII,2108702,city,598,2783.33721,1,4,0,0.0067,21485,True,False
27,2020-07-01,61,MA,Pirapemas,2108801,city,230,1234.89933,1,1,0,0.0043,18625,True,False
27,2020-07-01,48,MA,Poção de Pedras,2108900,city,274,1533.03866,7,0,0,0.0,17873,True,False
27,2020-07-01,64,MA,Porto Franco,2109007,city,231,967.13418,8,6,0,0.026,23885,True,False
27,2020-07-01,57,MA,Porto Rico do Maranhão,2109056,city,77,1288.70293,0,1,0,0.013,5975,True,False
27,2020-07-01,68,MA,Presidente Dutra,2109106,city,689,1441.30198,11,2,0,0.0029,47804,True,False
27,2020-07-01,72,MA,Presidente Juscelino,2109205,city,26,204.17779,3,0,0,0.0,12734,True,False
27,2020-07-01,63,MA,Presidente Médici,2109239,city,126,1796.1511,0,0,0,0.0,7015,True,False
27,2020-07-01,58,MA,Presidente Sarney,2109270,city,146,771.75177,2,6,0,0.0411,18918,True,False
27,2020-07-01,56,MA,Presidente Vargas,2109304,city,36,321.62959,0,0,0,0.0,11193,True,False
27,2020-07-01,48,MA,Primeira Cruz,2109403,city,35,228.53412,0,1,0,0.0286,15315,True,False
27,2020-07-01,85,MA,Raposa,2109452,city,107,347.84305,0,11,0,0.1028,30761,True,False
27,2020-07-01,56,MA,Riachão,2109502,city,40,198.06883,8,0,0,0.0,20195,True,False
27,2020-07-01,54,MA,Ribamar Fiquene,2109551,city,122,1565.90938,0,4,0,0.0328,7791,True,False
27,2020-07-01,75,MA,Rosário,2109601,city,225,526.43893,6,8,0,0.0356,42740,True,False
27,2020-07-01,45,MA,Sambaíba,2109700,city,4,70.5343,0,0,0,0.0,5671,True,False
27,2020-07-01,49,MA,Santa Filomena do Maranhão,2109759,city,15,192.97569,0,0,0,0.0,7773,True,False
27,2020-07-01,60,MA,Santa Helena,2109809,city,1083,2570.61476,6,4,0,0.0037,42130,True,False
27,2020-07-01,86,MA,Santa Inês,2109908,city,3485,3913.79543,61,46,0,0.0132,89044,True,False
27,2020-07-01,62,MA,Santa Luzia,2110005,city,1452,1998.15597,44,3,0,0.0021,72667,True,False
27,2020-07-01,59,MA,Santa Luzia do Paruá,2110039,city,219,867.18936,12,2,0,0.0091,25254,True,False
27,2020-07-01,55,MA,Santana do Maranhão,2110237,city,77,575.22785,0,1,0,0.013,13386,True,False
27,2020-07-01,59,MA,Santa Quitéria do Maranhão,2110104,city,349,1361.04828,3,7,1,0.0201,25642,True,False
27,2020-07-01,81,MA,Santa Rita,2110203,city,180,475.49861,-1,5,0,0.0278,37855,True,False
27,2020-07-01,48,MA,Santo Amaro do Maranhão,2110278,city,46,290.29408,1,0,0,0.0,15846,True,False
27,2020-07-01,55,MA,Santo Antônio dos Lopes,2110302,city,421,2897.85242,0,2,0,0.0048,14528,True,False
27,2020-07-01,86,MA,São Benedito do Rio Preto,2110401,city,432,2314.7404,18,5,1,0.0116,18663,True,False
27,2020-07-01,61,MA,São Bento,2110500,city,449,993.12114,229,3,0,0.0067,45211,True,False
27,2020-07-01,55,MA,São Bernardo,2110609,city,554,1943.38233,33,8,0,0.0144,28507,True,False
27,2020-07-01,47,MA,São Domingos do Azeitão,2110658,city,36,487.01299,0,0,0,0.0,7392,True,False
27,2020-07-01,55,MA,São Domingos do Maranhão,2110708,city,363,1055.96928,16,2,0,0.0055,34376,True,False
27,2020-07-01,69,MA,São Francisco do Brejão,2110856,city,182,1542.63434,7,0,0,0.0,11798,True,False
27,2020-07-01,61,MA,São Francisco do Maranhão,2110906,city,10,81.90008,0,0,0,0.0,12210,True,False
27,2020-07-01,69,MA,São João Batista,2111003,city,87,421.00169,0,4,0,0.046,20665,True,False
27,2020-07-01,61,MA,São João do Carú,2111029,city,214,1353.74494,13,3,0,0.014,15808,True,False
27,2020-07-01,41,MA,São João do Paraíso,2111052,city,36,322.09001,0,1,0,0.0278,11177,True,False
27,2020-07-01,46,MA,São João do Soter,2111078,city,81,436.82252,0,2,0,0.0247,18543,True,False
27,2020-07-01,71,MA,São João dos Patos,2111102,city,74,285.39473,0,4,0,0.0541,25929,True,False
27,2020-07-01,90,MA,São José de Ribamar,2111201,city,891,501.44355,4,89,0,0.0999,177687,True,False
27,2020-07-01,48,MA,São José dos Basílios,2111250,city,39,510.4044,0,0,0,0.0,7641,True,False
27,2020-07-01,104,MA,São Luís,2111300,city,13144,1192.86604,94,834,9,0.0635,1101884,True,False
27,2020-07-01,64,MA,São Luís Gonzaga do Maranhão,2111409,city,121,641.70556,5,1,0,0.0083,18856,True,False
27,2020-07-01,65,MA,São Mateus do Maranhão,2111508,city,711,1712.05664,0,19,0,0.0267,41529,True,False
27,2020-07-01,57,MA,São Pedro da Água Branca,2111532,city,239,1883.37273,19,1,0,0.0042,12690,True,False
27,2020-07-01,55,MA,São Pedro dos Crentes,2111573,city,48,1028.27763,1,0,0,0.0,4668,True,False
27,2020-07-01,51,MA,São Raimundo das Mangabeiras,2111607,city,156,826.79669,2,1,0,0.0064,18868,True,False
27,2020-07-01,46,MA,São Raimundo do Doca Bezerra,2111631,city,70,1336.64312,0,2,0,0.0286,5237,True,False
27,2020-07-01,39,MA,São Roberto,2111672,city,59,878.10686,2,1,0,0.0169,6719,True,False
27,2020-07-01,62,MA,São Vicente Ferrer,2111706,city,73,328.13413,0,1,0,0.0137,22247,True,False
27,2020-07-01,62,MA,Satubinha,2111722,city,108,776.19664,16,1,0,0.0093,13914,True,False
27,2020-07-01,55,MA,Senador Alexandre Costa,2111748,city,121,1086.07845,0,0,0,0.0,11141,True,False
27,2020-07-01,65,MA,Senador La Rocque,2111763,city,148,1035.47191,2,7,0,0.0473,14293,True,False
27,2020-07-01,64,MA,Serrano do Maranhão,2111789,city,109,1063.10348,0,1,0,0.0092,10253,True,False
27,2020-07-01,61,MA,Sítio Novo,2111805,city,207,1144.84818,23,3,2,0.0145,18081,True,False
27,2020-07-01,39,MA,Sucupira do Norte,2111904,city,10,94.02031,0,0,0,0.0,10636,True,False
27,2020-07-01,39,MA,Sucupira do Riachão,2111953,city,11,194.34629,3,0,0,0.0,5660,True,False
27,2020-07-01,44,MA,Tasso Fragoso,2112001,city,25,293.39279,0,0,0,0.0,8521,True,False
27,2020-07-01,55,MA,Timbiras,2112100,city,273,937.37124,0,3,0,0.011,29124,True,False
27,2020-07-01,89,MA,Timon,2112209,city,1408,832.60894,52,30,0,0.0213,169107,True,False
27,2020-07-01,77,MA,Trizidela do Vale,2112233,city,501,2277.47977,1,4,0,0.008,21998,True,False
27,2020-07-01,45,MA,Tufilândia,2112274,city,22,376.71233,0,1,0,0.0455,5840,True,False
27,2020-07-01,76,MA,Tuntum,2112308,city,521,1245.45802,2,2,0,0.0038,41832,True,False
27,2020-07-01,57,MA,Turiaçu,2112407,city,160,449.38771,10,2,0,0.0125,35604,True,False
27,2020-07-01,56,MA,Turilândia,2112456,city,250,975.83825,1,2,0,0.008,25619,True,False
27,2020-07-01,64,MA,Tutóia,2112506,city,708,1202.85423,31,16,0,0.0226,58860,True,False
27,2020-07-01,85,MA,Urbano Santos,2112605,city,886,2674.95924,0,6,0,0.0068,33122,True,False
27,2020-07-01,76,MA,Vargem Grande,2112704,city,415,734.38329,0,4,0,0.0096,56510,True,False
27,2020-07-01,83,MA,Viana,2112803,city,221,421.42598,1,7,1,0.0317,52441,True,False
27,2020-07-01,53,MA,Vila Nova dos Martírios,2112852,city,99,739.24731,8,0,0,0.0,13392,True,False
27,2020-07-01,82,MA,Vitória do Mearim,2112902,city,233,711.14638,37,2,0,0.0086,32764,True,False
27,2020-07-01,73,MA,Vitorino Freire,2113009,city,899,2851.88592,78,10,0,0.0111,31523,True,False
27,2020-07-01,81,MA,Zé Doca,2114007,city,2025,3915.76749,0,20,1,0.0099,51714,True,False
27,2020-07-01,104,MA,,21,state,83256,1176.73315,2805,2081,33,0.025,7075181,True,False
27,2020-07-01,55,MG,Abadia dos Dourados,3100104,city,5,71.54099,0,0,0,0.0,6989,True,False
27,2020-07-01,81,MG,Abaeté,3100203,city,14,60.24874,2,0,0,0.0,23237,True,False
27,2020-07-01,24,MG,Abre Campo,3100302,city,7,52.02914,0,0,0,0.0,13454,True,False
27,2020-07-01,14,MG,Acaiaca,3100401,city,11,275.41312,0,1,0,0.0909,3994,True,False
27,2020-07-01,44,MG,Açucena,3100500,city,15,158.39493,2,1,0,0.0667,9470,True,False
27,2020-07-01,33,MG,Água Comprida,3100708,city,2,100.05003,0,0,0,0.0,1999,True,False
27,2020-07-01,14,MG,Aguanil,3100807,city,5,111.45787,0,0,0,0.0,4486,True,False
27,2020-07-01,28,MG,Águas Formosas,3100906,city,11,57.27079,4,0,0,0.0,19207,True,False
27,2020-07-01,43,MG,Águas Vermelhas,3101003,city,21,155.10747,0,0,0,0.0,13539,True,False
